row_identifier,food_description,compound_fraction,value,approved_fdc_food,candidate_data_type,match_scope,review_verdict,source_review_file,reviewer,review_date,review_notes
01010061:PHYTCA,Rice flour,PHYTCA,210.0,"Rice flour, brown",sr_legacy_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,"Brown assumed for an unspecified ""Rice flour"" -- a reasonable default, no strong reason to doubt."
01010063:PHYTCPPD,"Rice, Agb0101, brown, genetically modified, raw",PHYTCPPD,649.116,"General Mills, Inc. BROWN RICE",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"GM breeding-line-specific source, reasonable generic brown-rice category estimate; cultivar specificity not preserved."
01010065:PHYTCPP,"Rice, Bar68-1, brown, genetically modified, raw, milled",PHYTCPP,167.96,"General Mills, Inc. BROWN RICE",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"GM breeding-line-specific source, reasonable generic brown-rice category estimate; cultivar specificity not preserved."
01010066:PHYTCPP,"Rice, Bar68-1, brown, genetically modified, raw",PHYTCPP,210.23999999999998,"General Mills, Inc. BROWN RICE",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"GM breeding-line-specific source, reasonable generic brown-rice category estimate -- cultivar specificity not preserved, same caveat as similar clusters throughout this review."
01010071:PHYTCPPD,"Rice, Bg 352/Bg300, parboiled",PHYTCPPD,231.42,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010072:PHYTCPPD,"Rice, Bg 352/Bg300, parboiled",PHYTCPPD,194.48,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010073:PHYTCPPD,"Rice, Bg 352/Bg300, parboiled",PHYTCPPD,95.92,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010074:PHYTCPPD,"Rice, Bg 352/Bg300, parboiled",PHYTCPPD,53.07,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010079:PHYTCPPD,"Rice, Bg 379-2, parboiled",PHYTCPPD,267.96,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010080:PHYTCPPD,"Rice, Bg 379-2, parboiled",PHYTCPPD,73.95,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010084:PHYTCPPD,"Rice, Bg94-1/At354, parboiled",PHYTCPPD,127.89,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010087:PHYTC-,"Rice, black, raw",PHYTC-,130.92,"Rice, black, unenriched, raw",foundation_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Clean match.
01010091:PHYTCPP,"Rice, BR-28, parboiled, milled",PHYTCPP,99.0,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010093:PHYTCPP,"Rice, brown, germinated, raw",PHYTCPP,965.47,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Germinated matches germinated, brown rice matches brown rice -- clean match; specific cultivar/soak-duration not captured."
01010094:PHYTCPP,"Rice, brown, raw",PHYTCPP,1548.75,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar/GM-line specificity not preserved, reasonable generic brown-rice category estimate."
01010095:IP6,"Rice, brown, raw",IP6,721.27,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Clean match.
01010096:PHYTC-,"Rice, brown, raw",PHYTC-,23.79,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar/GM-line specificity not preserved, reasonable generic brown-rice category estimate."
01010097:PHYTCPP,"Rice, brown, raw",PHYTCPP,742.0,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar/GM-line specificity not preserved, reasonable generic brown-rice category estimate."
01010099:PHYTCPPI,"Rice, Calrose, brown, raw",PHYTCPPI,792.528,BOTAN CALROSE BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Clean cultivar/prep-state match (raw vs raw).
01010103:PHYTCPP,"Rice, D68, brown, raw",PHYTCPP,219.25,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010105:PHYTCPP,"Rice, flaked",PHYTCPP,851.0,"Hy-Vee, Inc. TOASTED RICE FLAKES",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"""Flaked"" doesn't confirm toasting; candidate assumes a toasted product -- category estimate with that caveat, no better plain-flaked option evident."
01010106:PHYTCPP,"Rice, flaked",PHYTCPP,474.0,"Hy-Vee, Inc. TOASTED RICE FLAKES",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Same toasting caveat as above.
01010110:PHYTCPPD,"Rice, H-4, parboiled",PHYTCPPD,368.72,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010114:PHYTCPP,"Rice, Indica, brown, raw",PHYTCPP,291.72,INSTANT BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Raw vs instant (pre-cooked) is a real prep-state gap, but no better candidate identified -- category estimate with that caveat."
01010116:PHYTCPP,"Rice, Indica, Liangyou 2186, brown, raw",PHYTCPP,291.72,INSTANT BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Same as above -- raw vs instant prep-state caveat.
01010118:PHYTCPP,"Rice, Indica, Liangyou Kefeng No. 6, brown, genetically modified, raw",PHYTCPP,263.1,"General Mills, Inc. BROWN RICE",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"GM breeding-line-specific source, reasonable generic brown-rice category estimate."
01010120:PP-,"Rice, IR 32, brown, raw",PP-,355.2147239263804,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010125:PP-,"Rice, IR 480-5-9, brown, raw",PP-,994.6012269938651,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010130:PHYTCPP,"Rice, IRR, brown, raw",PHYTCPP,263.1,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010288:PHYTCPPD,"Rice, Ld 355/Bg450, parboiled",PHYTCPPD,23.76,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010300:PHYTCPPD,"Rice, milled, steamed",PHYTCPPD,29.718,GRAIN TRUST STEAMED BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Milled rice, steamed matches steamed -- reasonable match."
01010301:PHYTCPPD,"Rice, milled, steamed",PHYTCPPD,26.499,GRAIN TRUST STEAMED BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Milled rice, steamed matches steamed -- reasonable match."
01010302:PHYTCPPD,"Rice, milled, steamed",PHYTCPPD,23.94,GRAIN TRUST STEAMED BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Milled rice, steamed matches steamed -- reasonable match."
01010303:PHYTCPPD,"Rice, milled, steamed",PHYTCPPD,71.736,GRAIN TRUST STEAMED BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Milled rice, steamed matches steamed -- reasonable match."
01010305:PHYTCPPD,"Rice, Nakdongbyeo, brown, raw",PHYTCPPD,612.858,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010308:PHYTCPP,"Rice, Panjin Pearl, raw",PHYTCPP,131.0,OG BLACK PEARL RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Panjin is a region associated with black/pigmented rice, so a black-pearl-rice candidate is a plausible cultivar match; raw/raw prep aligns."
01010309:PHYTCPP,"Rice, Panjin Pearl, steamed",PHYTCPP,38.0,GRAIN TRUST STEAMED BROWN RICE,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Cultivar-specific, steamed matches steamed."
01010312:PHYTCPP,"Rice, parboiled, milled",PHYTCPP,274.0,"ARROZ ARROZ, PARBOILED RICE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Source explicitly states parboiled, matching the candidate's own parboiled process -- genuine match, unlike a plain ""boiled"" source being matched to a parboiled candidate elsewhere in this review."
01010315:PHYTCPP,"Rice, puffed",PHYTCPP,115.0,"Cereals ready-to-eat, rice, puffed, fortified",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Clean match.
01010316:PHYTCPP,"Rice, puffed, salted",PHYTCPP,656.0,"Ahold USA, Inc. PUFFED RICE",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Genuine puffed rice match; ""salted"" seasoning not confirmed but category correct."
01010321:PHYTCPPI,"Rice, RD-7, brown, germinated, dried",PHYTCPPI,1048.11,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Germinated matches germinated, brown rice matches brown rice -- clean match."
01010322:PHYTCPPI,"Rice, RD-8, brown, raw, dehulled",PHYTCPPI,3844.8,Raley's BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic brown-rice category estimate."
01010323:PHYTCPPI,"Rice, RD-8, brown, water-soaked",PHYTCPPI,2403.1929999999998,"STATER BROS. WHOLE GRAIN BROWN RICE, WHOLE GRAIN",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Soaked vs raw grain, minor prep gap -- reasonable category estimate."
01010324:PHYTCPPI,"Rice, RD-8, brown, water-soaked, 1d germinated",PHYTCPPI,2074.272,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Good match -- germinated matches germinated.
01010325:PHYTCPPI,"Rice, RD-8, brown, water-soaked, 2d germinated",PHYTCPPI,1752.975,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Germinated matches germinated, brown rice matches brown rice -- clean match."
01010326:PHYTCPPI,"Rice, RD-8, brown, water-soaked, 3d germinated",PHYTCPPI,1150.92,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Germinated matches germinated, brown rice matches brown rice -- clean match."
01010327:PHYTCPPI,"Rice, RD-8, brown, water-soaked, 4d germinated",PHYTCPPI,827.382,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"Germinated matches germinated, brown rice matches brown rice -- clean match."
01010329:PHYTCPPI,"Rice, rough, germinated, dried",PHYTCPPI,835.2679999999999,The J.M. Smucker Company GERMINATED BROWN RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"""Rough"" (unmilled) specificity not captured, but germinated brown rice category correct."
01010334:PHYTC-,"Rice, unpolished, raw",PHYTC-,551.8,"Rice, black, unenriched, raw",foundation_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"'Unpolished' doesn't confirm the black-rice variety, but still same broad rice-with-bran category -- category estimate with variety caveat."
01010335:IP6,"Rice, white medium grain, polished, boiled",IP6,47.57,"Rice, white, medium-grain, raw, enriched",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Boiled vs raw prep differs but same grain type -- category estimate with prep caveat.
01010337:PHYTCPP,"Rice, white, long grains, raw",PHYTCPP,69.68,"Rice, white, long grain, unenriched, raw",foundation_food,category_estimate,approve,review_6_accepted_sample.csv,Paul S,16/08/2026,Clean/exact match.
01010339:PHYTCPPI,"Rice, Calrose, white, raw",PHYTCPPI,116.64,HINODE CALROSE WHITE RICE,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Clean cultivar/prep-state match (raw vs raw).
01010341:PHYTCPP,"Rice, white, short grains, raw",PHYTCPP,183.12,"Rice, white, short-grain, raw, unenriched",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Clean match.
01010342:PHYTCPP,"Rice, white, sunned, aromatic",PHYTCPP,92.0,"Kennedy Rice Mill, LLC JASMINE WHITE AROMATIC RICE, JASMINE WHITE",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Aromatic rice category reasonably matched to a jasmine (common aromatic variety) product.
01020001:PHYTC-,"Bread, corn-based",PHYTC-,216.0,"CORN BREAD, CORN",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Corn bread matches corn bread.
01020002:PHYTCPP,"Bread, corn-based, leavened",PHYTCPP,61.0,"CORN BREAD, CORN",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Corn bread matches corn bread; leavening is typical/implicit.
01020004:PHYTCPP,"Bread, corn-based, unleavened",PHYTCPP,18.0,"CORN BREAD, CORN",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Good match.
01020006:PHYTC-,"Bread, full corn-based",PHYTC-,235.6,"CORN BREAD, CORN",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,"""Full corn"" nuance not captured, but corn bread category correct."
01020008:IP5_A_IP6,"Bread, maize-based, unleavened",IP5_A_IP6,394.0,"Restaurant, Latino, arepa (unleavened cornmeal bread)",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Arepa genuinely is an unleavened cornmeal bread -- good match.
01020012:IP5,"Breakfast cereal, cornflakes",IP5,29.0,"CORN FLAKES CEREAL, CORN FLAKES",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Generic corn flakes cereal matches cornflakes; category correct.
01020012:IP6,"Breakfast cereal, cornflakes",IP6,46.199999999999996,"CORN FLAKES CEREAL, CORN FLAKES",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Generic corn flakes cereal matches cornflakes; category correct.
01020018:PHYTCPP,Corn flour,PHYTCPP,310.0,"Corn flour, whole-grain, white",sr_legacy_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Clean match.
01020021:PHYTCPP,Corn starch,PHYTCPP,0.0,RAPUNZEL ORGANIC CORN STARCH,branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Clean match (corn starch).
01020035:PHYTCPP,"Corn, flake, raw",PHYTCPP,275.0,"CORN FLAKES CEREAL, CORN FLAKES",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,Flaked corn reasonably corresponds to corn flakes cereal.
01020039:PP-,"Corn, low phytate, grain, raw",PP-,100,"Corn grain, yellow",sr_legacy_food,category_estimate,approve,review_4_special_cases.csv,Paul S,06/08/2026,"DRAFT -- confirm before sign-off. Genus/category correctly matches (corn), but this is an explicitly bred LOW-PHYTATE cultivar -- collapsing it onto the generic ""Corn grain, yellow"" entry loses exactly the trait distinction this feature exists to serve (mineral content / breeding-line phytate reduction, per the review protocol's stated priority). Approved as category_estimate rather than exact, with this caveat explicit -- a future matching-rule improvement should consider a way to preserve breeding-line identity rather than collapsing to the generic entry."
01020040:PHYTC-,"Corn, meal",PHYTC-,687.3,PRECOOKED CORN MEAL,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Precooked vs presumably-raw meal, minor prep caveat -- reasonable category estimate."
01020051:PHYTCPP,"Dumplings, corn-based, boiled in corn leaves",PHYTCPP,107.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020052:IP5,"Dumplings, corn-based, boiled in corn leaves",IP5,29.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020052:IP5_A_IP6,"Dumplings, corn-based, boiled in corn leaves",IP5_A_IP6,44.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020052:IP6,"Dumplings, corn-based, boiled in corn leaves",IP6,15.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020052:PHYTCPP,"Dumplings, corn-based, boiled in corn leaves",PHYTCPP,210.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020053:IP5,"Dumplings, corn-based, boiled in corn leaves",IP5,34.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020053:IP5_A_IP6,"Dumplings, corn-based, boiled in corn leaves",IP5_A_IP6,60.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020053:IP6,"Dumplings, corn-based, boiled in corn leaves",IP6,26.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020053:PHYTCPP,"Dumplings, corn-based, boiled in corn leaves",PHYTCPP,200.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Corn-based dumplings, generic plant-based dumplings candidate reasonable."
01020054:IP5,"Dumplings, corn-based, boiled in plantain leaves",IP5,34.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020054:IP5_A_IP6,"Dumplings, corn-based, boiled in plantain leaves",IP5_A_IP6,49.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020054:IP6,"Dumplings, corn-based, boiled in plantain leaves",IP6,15.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020054:PHYTCPP,"Dumplings, corn-based, boiled in plantain leaves",PHYTCPP,66.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020055:IP5,"Dumplings, corn-based, boiled in plantain leaves",IP5,31.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020055:IP5_A_IP6,"Dumplings, corn-based, boiled in plantain leaves",IP5_A_IP6,49.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020055:IP6,"Dumplings, corn-based, boiled in plantain leaves",IP6,18.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020055:PHYTCPP,"Dumplings, corn-based, boiled in plantain leaves",PHYTCPP,170.0,"Ito, Inc. PLANT-BASED DUMPLINGS",branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Same reasonable match, wrapping-leaf type doesn't change core composition significantly."
01020145:IP5,"Porridge, corn grits",IP5,31.0,"CORNMEAL INSTANT PORRIDGE, CORNMEAL",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Good match (corn grits porridge to instant cornmeal porridge).
01020145:IP5_A_IP6,"Porridge, corn grits",IP5_A_IP6,83.0,"CORNMEAL INSTANT PORRIDGE, CORNMEAL",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Good match.
01020145:IP6,"Porridge, corn grits",IP6,52.0,"CORNMEAL INSTANT PORRIDGE, CORNMEAL",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Good match (corn grits porridge to instant cornmeal porridge).
01020145:PHYTCPP,"Porridge, corn grits",PHYTCPP,23.0,"CORNMEAL INSTANT PORRIDGE, CORNMEAL",branded_food,category_estimate,approve,review_3_branded_low_confidence.csv,Paul S,16/08/2026,Good match (corn grits porridge to instant cornmeal porridge).
01020149:IP6,"Taco shells, maize-based, Old El Paso",IP6,1073.0,"Taco shells, baked",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,"Reasonable match, brand not captured but product type correct."
01030001:PHYTCPPI,"Bread, brown wheat-based, fine",PHYTCPPI,518.817,"Bread, wheat",sr_legacy_food,category_estimate,approve,review_6b_accepted_remainder.csv,Paul S,16/08/2026,Reasonable category match.
01030002:IP4,"Bread, flat, wheat-based",IP4,50.0,WHOLE WHEAT FLAT BREAD,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Flat, wheat-based -- good match."
01030002:IP5,"Bread, flat, wheat-based",IP5,116.0,WHOLE WHEAT FLAT BREAD,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Flat, wheat-based -- good match."
01030002:IP6,"Bread, flat, wheat-based",IP6,435.6,WHOLE WHEAT FLAT BREAD,branded_food,category_estimate,approve,review_1_ambiguous.csv,Paul S,16/08/2026,"Flat, wheat-based -- good match."
